,0
329,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 10000
Gender: 1
Education: 2
Marital status: 1
Age: 25
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer has not made late payments in the previous two months, and his/her credit limit is sufficient for his/her previous payment, so he/she will not default"
330,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
331,"
Yes, this customer will not default on his/her credit card payment.  The conditions are as follows:

Amount of given credit in NT dollars: 70000
Gender: 2
Education: 1
Marital status: 2
Age: 25
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 390
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's conditions do not meet the conditions for late payment in October 2005.  Therefore, the customer will not default on his/her credit"
332,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 100000
Gender: 1
Education: 2
Marital status: 1
Age: 46
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer does not have any late payment in the previous three months, so he/she will not default on his/her credit card payment.  Yes, this customer"
333,"
No. 1316
Amount of given credit in NT dollars: 110000
Gender: 2
Education: 1
Marital status: 2
Age: 46
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will not default on his/her credit card payment.  The customer will not default on his/her credit card payment.  The customer will not default on his/her credit card payment.  The customer will not default on"
334,"
No. 1395
Amount of given credit in NT dollars: 20000
Gender: 2
Education: 2
Marital status: 2
Age: 23
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1021
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No"
335,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 20000
Gender: 1
Education: 2
Marital status: 2
Age: 29
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 10285
Amount of bill statement in September 2005: 10338
Amount of bill statement in August 2005: 10562
Amount of previous payment in October 2005: 10285
Amount of previous payment in September 2005: 10338
Amount of previous payment in August 2005: 10562
The customer's conditions do not meet the conditions for defaulting on his/her credit card payment.  Therefore, the customer will not"
336,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
337,"
No, this customer will not default on his/her credit card payment.  The conditions are as follows:
Amount of given credit in NT dollars: 20000
Gender: 1
Education: 1
Marital status: 2
Age: 23
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1334
Amount of bill statement in September 2005: 1312
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer has not made any late payments and has not defaulted on his/her credit card payment.  Therefore, the customer will not default on"
338,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
339,"
No, this customer will not default on his/her credit card payment.  The conditions are as follows:

Amount of given credit in NT dollars: 120000
Gender: 2
Education: 1
Marital status: 1
Age: 24
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1200
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
This customer does not have any late payment in the previous two months and does not exceed 20% of the credit limit in October 2005"
340,"
No. 0
Amount of given credit in NT dollars: 30000
Gender: 1
Education: 2
Marital status: 1
Age: 39
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 17044
Amount of bill statement in September 2005: 17534
Amount of bill statement in August 2005: 18872
Amount of previous payment in October 2005: 1000
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 1000
The customer will not default on his/her credit card payment.  The customer's payment status in October, September, and August 2005 was 0, indicating that the customer was not late on"
341,"
No, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 20000
Gender: 1
Education: 2
Marital status: 1
Age: 29
Repayment status in October, 2005: 0
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 1038
Amount of bill statement in September, 2005: 1038
Amount of bill statement in August, 2005: 1038
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
The customer's payment status in August, September, and October 2005 was "
342,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
343,"
No, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 160000
Gender: 1
Education: 2
Marital status: 1
Age: 37
Repayment status in October, 2005: 0
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
The customer does not make late payment in October, 2005.  Therefore, this condition does not apply."
344,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 50000
Gender: 2
Education: 2
Marital status: 2
Age: 34
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 18413
Amount of bill statement in September 2005: 18679
Amount of bill statement in August 2005: 19244
Amount of previous payment in October 2005: 1000
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 1000
The customer's payment status in October 2005 is 0, so this customer does not default on his/her credit card payment"
345,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
346,"
No, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 160000
Gender: 2
Education: 2
Marital status: 1
Age: 37
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's conditions meet the conditions for a customer who does not default on his/her credit card payment.  Therefore, the customer will not default"
347,"
No, this customer will not default on his/her credit card payment.  The conditions are as follows:

Amount of given credit in NT dollars: 20000
Gender: 2
Education: 2
Marital status: 2
Age: 20
Repayment status in October, 2005: 0
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
The customer has no late payment in the given period, so he/she will not default on his/her credit"
348,"
Yes, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 50000
Gender: 1
Education: 2
Marital status: 2
Age: 36
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's conditions indicate that he/she will not default on his/her credit card payment.  Yes, this customer will not default on his/her"
349,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 1
Marital status: 2
Age: 44
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1000
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
This customer does not make late payment in October 2005.  Therefore, this customer will not be late on October 2005 payment.  The"
350,"
Yes, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 240000
Gender: 2
Education: 1
Marital status: 1
Age: 39
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1044
Amount of bill statement in September 2005: 1028
Amount of bill statement in August 2005: 1018
Amount of previous payment in October 2005: 1028
Amount of previous payment in September 2005: 1018
Amount of previous payment in August 2005: 0
The customer's payment behavior in the three months leading up to October 2005 was normal, and the customer did not"
351,"
Yes, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 150000
Gender: 1
Education: 1
Marital status: 1
Age: 40
Repayment status in October, 2005: 0
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
The customer's conditions indicate that he/she was not late on any payment in the previous three months and"
352,"
No, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 20000
Gender: 2
Education: 2
Marital status: 2
Age: 22
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
This customer does not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: "
353,"
Yes, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 2
Marital status: 1
Age: 40
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1087
Amount of bill statement in September 2005: 1109
Amount of bill statement in August 2005: 1143
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's conditions do not meet the conditions for default.  Therefore, the customer will not default on his/her credit card payment"
354,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 10000
Gender: 1
Education: 2
Marital status: 1
Age: 30
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 420
Amount of bill statement in September 2005: 420
Amount of bill statement in August 2005: 420
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's payment status in October 2005, September 2005, and August 2005 was 0, indicating that the customer was not late"
355,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
356,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
357,"Yes, this customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will default on his/her credit card payment."
358,"
Yes, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 240000
Gender: 1
Education: 1
Marital status: 2
Age: 30
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's conditions indicate that he/she does not default on his/her credit card payment.  Therefore, the customer's payment status in November "
359,"
No. 1231
Amount of given credit in NT dollars: 20000
Gender: 1
Education: 2
Marital status: 1
Age: 42
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will not default on his/her credit card payment.  The customer will not default on his/her credit card payment.  The customer will not default on his/her credit card payment.  The customer will not default on"
360,"
No. 1334
Amount of given credit in NT dollars: 50000
Gender: 1
Education: 1
Marital status: 2
Age: 43
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1974
Amount of bill statement in September 2005: 1974
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will not default on his/her credit card payment.  The customer will not default on his/her credit card payment.  The customer will not default on his/her credit card payment.  The customer will not"
361,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 150000
Gender: 2
Education: 2
Marital status: 1
Age: 42
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer does not have any late payment in the three months before October 2005, so he/she will not default on his/her credit card payment in October"
362,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 130000
Gender: 2
Education: 2
Marital status: 1
Age: 33
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer has not made late payments in October, September, or August 2005.  Therefore, this customer will not default on his/her credit card payment"
363,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 240000
Gender: 2
Education: 1
Marital status: 2
Age: 43
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1139
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 180000
Gender:"
364,"Yes, this customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not"
365,"
Yes, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 60000
Gender: 2
Education: 2
Marital status: 2
Age: 24
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 306
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer has always been on time with his/her payment.  Therefore, this customer will not default on his/her credit card payment.  Yes"
366,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 20000
Gender: 1
Education: 1
Marital status: 1
Age: 42
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1000
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's payment status in August, September, and October 2005 were all 0, so he/she was not late on any payment during this"
367,"
No, this customer will not default on his/her credit card payment.  The conditions are as follows:

Amount of given credit in NT dollars: 160000
Gender: 2
Education: 2
Marital status: 1
Age: 40
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer does not have any late payment in the previous three months, so he/she will not default on his/her credit card payment.  Yes,"
368,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 320000
Gender: 1
Education: 2
Marital status: 2
Age: 39
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer has not defaulted on his/her credit card payment in October 2005.  Therefore, this customer will not be late on October 2005 payment"
369,"
Yes, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 120000
Gender: 1
Education: 1
Marital status: 2
Age: 42
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's conditions do not meet the conditions for default.  Therefore, the customer will not default on his/her credit card payment.  Yes"
370,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 140000
Gender: 2
Education: 1
Marital status: 2
Age: 40
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's conditions meet the conditions for a customer who does not default on his/her credit card payment.  The customer's conditions are:
Amount of given credit"
371,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 150000
Gender: 2
Education: 2
Marital status: 1
Age: 33
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's payment status in September and August 2005 was 0, indicating that the customer was not late on payment.  Therefore, the customer will"
372,"
Yes, this customer will not default on his/her credit card payment.  The conditions for this customer are:
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 2
Marital status: 1
Age: 24
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 15567
Amount of bill statement in September 2005: 16224
Amount of bill statement in August 2005: 16995
Amount of previous payment in October 2005: 800
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 0
The customer's conditions indicate that he/she does not default on his/her credit card payment.  Therefore, the customer's payment"
373,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 110000
Gender: 2
Education: 1
Marital status: 1
Age: 45
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer does not make late payment in October 2005.  Therefore, the conditions are not applicable for this customer.  The customer will not default on"
374,"
Yes, this customer will not default on his/her credit card payment.  The conditions are as follows:

Amount of given credit in NT dollars: 100000
Gender: 1
Education: 1
Marital status: 1
Age: 33
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer does not have any late payment in the given period.  Therefore, this customer will not default on his/her credit card payment.  Yes"
375,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 160000
Gender: 2
Education: 2
Marital status: 1
Age: 26
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer does not have any late payment in the three months before October 2005.  Therefore, this customer will not default on his/her credit card payment"
376,"
Yes, this customer will not default on his/her credit card payment.  The conditions are:
Amount of given credit in NT dollars: 100000
Gender: 2
Education: 1
Marital status: 2
Age: 38
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer does not make late payment in October 2005.  Therefore, the conditions are not applicable.  The customer will not default on his/her credit"
377,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
378,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
379,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
380,"Yes, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will"
381,"Yes, this customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not"
