,0
476,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 2
Marital status: 2
Age: 25
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 130
Amount of bill statement in September 2005: 130
Amount of bill statement in August 2005: 130
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
477,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 110000
Gender: 1
Education: 1
Marital status: 2
Age: 45
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of payment in October, 2005: 0
Amount of payment in September, 2005: 0
Amount of payment in August, 2005: 0
Will be late: No
Will be 30 days late: No
Will be 60 days late: No
Will be 90 days late:"
478,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 280000
Gender: 2
Education: 1
Marital status: 2
Age: 45
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of payment in October 2005: 0
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Amount of interest rate in October 2005: 0
Amount of interest rate in September 2005: 0
Amount of interest rate in August 2005: 0
Amount of late fee"
479,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 130000
Gender: 2
Education: 2
Marital status: 2
Age: 50
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 1044
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of payment in October, 2005: 0
Amount of payment in September, 2005: 0
Amount of payment in August, 2005: 0
Amount of interest rate in October, 2005: 0
Amount of interest rate in September, 2005: 0
Amount of"
480,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 12000
Gender: 1
Education: 3
Marital status: 2
Age: 34
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 11230
Amount of bill statement in September 2005: 10500
Amount of bill statement in August 2005: 10500
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 600
Amount of previous payment in August 2005: 600
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: "
481,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 150000
Gender: 2
Education: 1
Marital status: 2
Age: 39
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 104
Amount of bill statement in September 2005: 104
Amount of bill statement in August 2005: 104
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of payment in October 2005: 104
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Will the customer be late on October 2005 payment? Yes
Will the customer be late on September 2005 payment? Yes
Will the customer be late on August 2005 payment? Yes
Amount"
482,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 12000
Gender: 1
Education: 2
Marital status: 2
Age: 39
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 10723
Amount of bill statement in September 2005: 10623
Amount of bill statement in August 2005: 10323
Amount of previous payment in October 2005: 500
Amount of previous payment in September 2005: 500
Amount of previous payment in August 2005: 500
Amount of payment in October 2005: 0
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Will the customer default on his/her credit card payment? Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes"
483,"
No. 1037
Amount of given credit in NT dollars: 18000
Gender: 2
Education: 2
Marital status: 2
Age: 43
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 12444
Amount of bill statement in May, 2005: 11975
Amount of bill statement in April, 2005: 12000
Amount of previous payment in June, 2005: 800
Amount of previous payment in May, 2005: 800
Amount of previous payment in April, 2005: 800
The customer will not default on his/her credit card payment in October 2005.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default"
484,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 80000
Gender: 1
Education: 1
Marital status: 1
Age: 30
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 49259
Amount of bill statement in September, 2005: 48785
Amount of bill statement in August, 2005: 48561
Amount of previous payment in October, 2005: 1871
Amount of previous payment in September, 2005: 1880
Amount of previous payment in August, 2005: 1900
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit"
485,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 30000
Gender: 1
Education: 2
Marital status: 1
Age: 22
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 19316
Amount of bill statement in September 2005: 18361
Amount of bill statement in August 2005: 18361
Amount of previous payment in October 2005: 600
Amount of previous payment in September 2005: 600
Amount of previous payment in August 2005: 600
Amount of previous payment in July 2005: 600
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: "
486,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 80000
Gender: 1
Education: 2
Marital status: 1
Age: 44
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 441
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
487,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 150000
Gender: 2
Education: 2
Marital status: 1
Age: 45
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of payment in October 2005: 150000
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Amount of interest rate in October 2005: 0
Amount of interest rate in September 2005: 0
Amount of interest rate in August 2005: 0
Amount of interest"
488,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 20000
Gender: 2
Education: 2
Marital status: 1
Age: 34
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 19494
Amount of bill statement in September 2005: 18286
Amount of bill statement in August 2005: 18746
Amount of previous payment in October 2005: 1000
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 1000
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment. "
489,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following conditions:
Amount of given credit in NT dollars: 20000
Gender: 1
Education: 1
Marital status: 2
Age: 40
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1065
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
490,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment"
491,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following conditions:

Amount of given credit in NT dollars: 130000
Gender: 1
Education: 2
Marital status: 1
Age: 45
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 1132
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of previous payment in July, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Amount of previous payment in March, 2005: 0
"
492,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following conditions:

Amount of given credit in NT dollars: 320000
Gender: 2
Education: 2
Marital status: 2
Age: 43
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0
Amount of"
493,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 10000
Gender: 2
Education: 2
Marital status: 2
Age: 25
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 10323
Amount of bill statement in September, 2005: 10100
Amount of bill statement in August, 2005: 10100
Amount of previous payment in October, 2005: 700
Amount of previous payment in September, 2005: 700
Amount of previous payment in August, 2005: 700
Amount of previous payment in July, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Amount of previous payment in March, 2005:"
494,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 150000
Gender: 2
Education: 1
Marital status: 1
Age: 55
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1046
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Will be late: Yes
Will be 1 month late: Yes
Will be 2 months late: Yes
Will be 3 months late: Yes
Will be 4 months late: Yes
Will be 5 months late: Yes
Will be 6 months late: Yes
Will be 7 months late: Yes
Will be 8 months late: Yes
"
495,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment"
496,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit"
497,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 150000
Gender: 2
Education: 2
Marital status: 2
Age: 30
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1186
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer's conditions meet the conditions for customer default.  Therefore, the customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Amount of payment in October 2005: 0
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Amount of"
498,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 30000
Gender: 1
Education: 3
Marital status: 1
Age: 46
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 18844
Amount of bill statement in September 2005: 18742
Amount of bill statement in August 2005: 18692
Amount of previous payment in October 2005: 1000
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 1000
The customer's conditions meet the conditions for default.  Therefore, the customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Amount of payment in October 2005: 0
Amount of payment in September 2005: 0
Amount of payment in August 2005: "
499,"
No. 1363
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 1
Marital status: 2
Age: 50
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 10241
Amount of bill statement in May, 2005: 10300
Amount of bill statement in April, 2005: 10000
Amount of previous payment in June, 2005: 10000
Amount of previous payment in May, 2005: 10000
Amount of previous payment in April, 2005: 10000
The customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her"
500,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 90000
Gender: 2
Education: 2
Marital status: 2
Age: 27
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
501,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 15000
Gender: 1
Education: 3
Marital status: 2
Age: 38
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 11044
Amount of bill statement in September 2005: 10385
Amount of bill statement in August 2005: 10234
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 600
Amount of previous payment in August 2005: 600
Amount of payment in October 2005: 0
Amount of payment in September 2005: 600
Amount of payment in August 2005: 600
Amount of payment in July 2005: 0
Amount of payment in June 2005: 0
Amount of payment in May 2005: 0
Amount of payment in"
502,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following conditions:
Amount of given credit in NT dollars: 170000
Gender: 1
Education: 2
Marital status: 1
Age: 49
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 0
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this"
503,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 20000
Gender: 1
Education: 2
Marital status: 1
Age: 25
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 10444
Amount of bill statement in September 2005: 10472
Amount of bill statement in August 2005: 10270
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 10270
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on"
504,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 50000
Gender: 2
Education: 2
Marital status: 2
Age: 46
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 19278
Amount of bill statement in September 2005: 19393
Amount of bill statement in August 2005: 19653
Amount of previous payment in October 2005: 1000
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 1000
Amount of previous payment in July 2005: 1000
Amount of previous payment in June 2005: 1000
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February"
505,"
No. 1226
Amount of given credit in NT dollars: 20000
Gender: 2
Education: 1
Marital status: 1
Age: 45
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 1939
Amount of bill statement in May, 2005: 1900
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment in October 2005.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his"
506,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following conditions:
Amount of given credit in NT dollars: 24000
Gender: 2
Education: 2
Marital status: 2
Age: 38
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of given credit in NT dollars: 24000
Gender: 2
Education: 2
Marital status: 2
Age: 38
Repayment status in October 2005: 0
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005:"
507,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 10000
Gender: 1
Education: 1
Marital status: 2
Age: 24
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of payment in October 2005: 10000
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Will the customer default on his/her credit card payment?  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes,"
508,"
No. 1144
Amount of given credit in NT dollars: 30000
Gender: 1
Education: 1
Marital status: 2
Age: 45
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 19878
Amount of bill statement in May, 2005: 18985
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment"
509,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 30000
Gender: 1
Education: 2
Marital status: 1
Age: 45
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 27000
Amount of bill statement in September 2005: 27000
Amount of bill statement in August 2005: 27000
Amount of previous payment in October 2005: 1800
Amount of previous payment in September 2005: 1800
Amount of previous payment in August 2005: 1800
The customer's conditions indicate that he/she will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment."
510,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit"
511,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 10000
Gender: 1
Education: 2
Marital status: 1
Age: 43
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 12313
Amount of bill statement in September 2005: 10661
Amount of bill statement in August 2005: 10385
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 5000
Amount of previous payment in August 2005: 5000
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer"
512,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 10000
Gender: 2
Education: 2
Marital status: 2
Age: 25
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 1000
Amount of bill statement in September 2005: 1000
Amount of bill statement in August 2005: 1000
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Will default: 1
Will not default: 0
Amount of payment in October 2005: 0
Amount of payment in September 2005: 0
Amount of payment in August 2005: 0
Will pay in full: 0
Will pay in two installments: 0
Will pay in three installments: 0"
513,"
No. 1058
Amount of given credit in NT dollars: 30000
Gender: 1
Education: 2
Marital status: 2
Age: 40
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 1050
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment in October 2005.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his"
514,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 10000
Gender: 2
Education: 2
Marital status: 2
Age: 40
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 1335
Amount of bill statement in September 2005: 1236
Amount of bill statement in August 2005: 1153
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: "
515,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 120000
Gender: 2
Education: 1
Marital status: 1
Age: 48
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0
Amount"
516,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following:
Amount of given credit in NT dollars: 170000
Gender: 2
Education: 2
Marital status: 2
Age: 41
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1315
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0
Amount of"
517,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 60000
Gender: 2
Education: 1
Marital status: 2
Age: 34
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of given credit in NT dollars: 0
Gender: 2
Education: 1
Marital status: 2
Age: 34
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: "
